,experiment,start,end,topology,d,dlo,dhi,dscore,dlazy,dout,gossipFactor,interval,bandwidth,messageOverhead,propagationTime
172,613,2023-11-10 22:00:15.9096676,2023-11-10 22:30:15.9116180,general,10,8,16,4,8,4,0.25,1.0,65.86437307673708,305800,2971.5548775592133
173,614,2023-11-10 22:33:50.1882654,2023-11-10 23:03:50.1908570,general,10,8,16,4,8,4,0.25,1.0,139.4875769466642,672376,2107.8129340101523
174,615,2023-11-10 23:07:25.2883952,2023-11-10 23:37:25.2912740,general,10,8,16,4,8,2,0.15,1.0,149.02698387839934,878773,1898.9532313267566
175,616,2023-11-10 23:41:01.0448180,2023-11-11 00:11:01.0479786,general,10,8,16,4,8,2,0.15,1.0,5.5266569624711135,40016,1209.9148936170213
176,618,2023-11-16 21:11:58.8405660,2023-11-16 21:41:58.8429866,unl,8,6,12,4,6,2,0.15,3.0,416.2372180312167,3599579,2097.2951625756236
177,619,2023-11-16 21:45:27.7643452,2023-11-16 22:15:27.7677002,unl,8,6,12,4,6,2,0.15,3.0,113.62145488889936,2326911,1756.833620195066
178,620,2023-11-16 22:19:01.4425719,2023-11-16 22:49:01.4476435,unl,8,6,12,4,6,2,0.15,3.0,131.10574171340016,2990158,1745.946582278481
179,621,2023-11-16 22:52:35.0247897,2023-11-16 23:22:35.0288852,unl,16,6,20,4,6,4,0.5,1.0,147.4157756992726,2861179,1845.4936867117024
180,622,2023-11-16 23:26:08.6240216,2023-11-16 23:56:08.6271928,unl,16,6,20,4,6,4,0.5,1.0,34.29271736163039,614793,1674.5583401807723
181,623,2023-11-16 23:59:42.3830669,2023-11-17 00:29:42.3863504,unl,16,6,20,4,6,4,0.5,1.0,89.60094766404909,2047007,2477.5923956925253
182,624,2023-11-17 00:33:15.8462845,2023-11-17 01:03:15.8485642,unl,16,8,20,8,8,4,0.15,3.0,151.61314131528985,2980593,1896.3284751344258
183,625,2023-11-17 01:06:49.2800187,2023-11-17 01:36:49.2818318,unl,16,8,20,8,8,4,0.15,3.0,12.324987585313892,246347,1277.6046706989248
184,628,2023-11-17 02:47:29.4257461,2023-11-17 03:17:29.4324197,unl,16,8,15,16,8,4,0.75,0.5,28.2182287126827,95882,1620.7392565325301
185,629,2023-11-17 03:21:01.7959358,2023-11-17 03:51:01.8567301,unl,16,8,15,16,8,4,0.75,0.5,135.7770808485632,501815,1517.4409737098345
186,630,2023-11-17 03:54:34.3169159,2023-11-17 04:24:34.3217851,unl,5,4,7,3,2,2,0.25,1.0,104.10916281759134,390168,1876.3111028567569
187,631,2023-11-17 04:28:07.2762414,2023-11-17 04:58:07.2791021,unl,5,4,7,3,2,2,0.25,1.0,179.72638103152323,1227274,1502.232314905846
188,632,2023-11-17 05:01:40.9679665,2023-11-17 05:31:40.9708049,unl,5,4,7,3,2,2,0.25,1.0,161.97807791190203,971535,1657.8636575031005
189,633,2023-11-17 05:35:14.9529245,2023-11-17 06:05:14.9559338,unl,6,4,8,7,5,4,0.25,3.0,332.38166653547273,1829890,1867.8136402229688
190,634,2023-11-17 06:08:48.8397316,2023-11-17 06:38:48.8435769,unl,6,4,8,7,5,4,0.25,3.0,26.43438797324885,139878,1840.5889766574953
191,637,2023-11-17 07:49:30.2791751,2023-11-17 08:19:30.3103294,unl,6,3,8,2,2,4,0.25,0.5,7.44764887428482,8264,1128.4432835820896
192,638,2023-11-17 08:23:03.0112121,2023-11-17 08:53:03.0485708,unl,6,3,8,2,2,4,0.25,0.5,34.46150697938845,128178,1024.4995469646633
193,639,2023-11-17 08:56:36.1136819,2023-11-17 09:26:36.1210690,unl,21,16,24,5,16,8,0.5,1.0,78.08967952429354,624831,1576.238858101622
194,640,2023-11-17 09:30:09.2402946,2023-11-17 10:00:09.2497084,unl,21,16,24,5,16,8,0.5,1.0,11.42271803823163,93563,1509.8460732406795
195,642,2023-11-21 15:24:52.4720765,2023-11-21 15:54:52.4750780,general,8,6,12,4,6,2,0.15,3.0,236.03238419377715,763405,1533.83309448358
196,643,2023-11-21 15:58:26.2385739,2023-11-21 16:28:26.2470730,general,8,6,12,4,6,2,0.15,3.0,250.4538174266446,1061574,1609.9981533240168
197,644,2023-11-21 16:31:59.9970877,2023-11-21 17:02:00.0047743,general,8,6,12,4,6,2,0.15,3.0,203.8869071127221,1090898,1564.6916030018253
198,645,2023-11-21 17:05:33.6824106,2023-11-21 17:35:33.6886246,general,16,6,20,4,6,4,0.5,1.0,285.0345715528736,1027215,1138.546611794554
199,646,2023-11-21 17:39:08.0129121,2023-11-21 18:09:08.0166440,general,16,6,20,4,6,4,0.5,1.0,159.36189182075327,1631303,1902.7323812625018
200,647,2023-11-21 18:12:42.0079651,2023-11-21 18:42:42.0110142,general,16,6,20,4,6,4,0.5,1.0,182.02080277798348,1122011,1240.5077014925373
201,652,2023-11-21 21:00:32.4770009,2023-11-21 21:30:32.4890113,general,16,8,15,16,8,4,0.75,0.5,72.56007140251023,55960,1426.6978275586189
202,653,2023-11-21 21:34:06.4672540,2023-11-21 22:04:06.4816988,general,16,8,15,16,8,4,0.75,0.5,166.09200046348428,329302,1812.4112979672086
203,654,2023-11-21 22:07:40.2346165,2023-11-21 22:37:40.2385545,general,5,4,7,3,2,2,0.25,1.0,161.3424247964062,289852,1949.9999207497078
204,655,2023-11-21 22:41:14.2028913,2023-11-21 23:11:14.2104657,general,5,4,7,3,2,2,0.25,1.0,107.5762139859582,355050,1480.0554453723034
205,656,2023-11-21 23:14:48.2294649,2023-11-21 23:44:48.2363093,general,5,4,7,3,2,2,0.25,1.0,218.07917076606867,690868,1898.7994436284762
206,657,2023-11-21 23:48:22.6068989,2023-11-22 00:18:22.6099262,general,6,4,8,7,5,4,0.25,3.0,343.13775623281697,351292,1824.5035308636332
207,658,2023-11-22 00:21:57.0236579,2023-11-22 00:51:57.0268426,general,6,4,8,7,5,4,0.25,3.0,41.519370985144015,29993,1539.963088512241
208,661,2023-11-22 02:02:40.2343885,2023-11-22 02:32:40.2368451,general,6,3,8,2,2,4,0.25,0.5,4.343882960453955,48864,1069.6934803001877
209,662,2023-11-22 02:36:14.2823737,2023-11-22 03:06:14.2932442,general,6,3,8,2,2,4,0.25,0.5,37.51366233762975,678236,1547.2340619142083
210,663,2023-11-22 03:09:48.5789046,2023-11-22 03:39:48.5860069,general,21,16,24,5,16,8,0.5,1.0,45.39259867119248,897920,1308.4995831480658
211,664,2023-11-22 03:43:22.2716142,2023-11-22 04:13:22.2769946,general,21,16,24,5,16,8,0.5,1.0,6.16275935660531,123227,1153.9512374934177
